length_numeric,estimated_mass_kg,metabolic_demand,habitat_modification_potential,specialization_index,region_diversity_score,temporal_span,extinction_proximity,trophic_impact,diet,type,geological_period,lived_in,start_time_mya,end_time_mya,mid_time_mya,ecosystem_impact_score,name,impact_category
10.0,31622.776601683792,31622.776601683792,30.0,3,0.967741935483871,12.0,-77.0,2.0,herbivorous,sauropod,Late Jurassic,China,154.0,142.0,148.0,15.018830497362453,euhelopus,Low Impact
7.0,12964.181424216495,12964.181424216495,15.400000000000002,3,1.0,6.0,-5.0,2.0,herbivorous,armoured dinosaur,Late Cretaceous,USA,76.0,70.0,73.0,9.11070525981417,euoplocephalus,Low Impact
6.2,9571.48281093374,9571.48281093374,18.6,3,0.8064516129032258,3.0,-86.0,2.0,herbivorous,sauropod,Late Jurassic,Germany,154.0,151.0,152.5,9.992660860783689,europasaurus,Low Impact
7.0,12964.181424216495,19446.27213632474,17.5,4,0.8709677419354839,0.0,-100.0,3.0,carnivorous,large theropod,Mid Jurassic,United Kingdom,165.0,165.0,165.0,31.702650814924205,eustreptospondylus,Moderate Impact
4.2,3615.124230230547,5422.68634534582,10.5,4,0.25806451612903225,22.0,-34.0,3.0,carnivorous,large theropod,Early Cretaceous,Japan,121.0,99.0,110.0,28.68648223513297,fukuiraptor,Low Impact
4.7,4788.997880559147,4788.997880559147,7.050000000000001,2,0.25806451612903225,22.0,-34.0,2.0,herbivorous,euornithopod,Early Cretaceous,Japan,121.0,99.0,110.0,4.202840891589013,fukuisaurus,Low Impact
6.0,8818.163074019441,10581.79568882333,15.0,2,0.9354838709677419,4.0,-5.0,2.5,omnivorous,large theropod,Late Cretaceous,Mongolia,74.0,70.0,72.0,17.142390284325067,gallimimus,Low Impact
4.0,3200.0,3200.0,8.8,3,1.0,12.0,-77.0,2.0,herbivorous,armoured dinosaur,Late Jurassic,USA,154.0,142.0,148.0,6.366529851494077,gargoyleosaurus,Low Impact
4.7,4788.997880559147,5746.797456670976,11.75,2,0.9354838709677419,10.0,-24.0,2.5,omnivorous,large theropod,Late Cretaceous,Mongolia,99.0,89.0,94.0,15.806287175543124,garudimimus,Low Impact
4.0,3200.0,4800.0,4.0,3,0.967741935483871,10.0,-95.0,3.0,carnivorous,small theropod,Mid Jurassic,China,170.0,160.0,165.0,24.81790533998628,gasosaurus,Low Impact
0.8,57.24334022399462,57.24334022399462,1.2000000000000002,2,0.9032258064516129,15.0,-6.0,2.0,herbivorous,euornithopod,Late Cretaceous,Argentina,86.0,71.0,78.5,1.9870222114386007,gasparinisaura,Low Impact
4.6,4538.314400743959,4538.314400743959,10.12,3,1.0,15.0,-62.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,USA,142.0,127.0,134.5,6.881446975649781,gastonia,Low Impact
12.5,55242.71728019902,82864.07592029852,31.25,4,0.9032258064516129,22.0,-25.0,3.0,carnivorous,large theropod,Early Cretaceous,Argentina,112.0,90.0,101.0,39.3596737684833,giganotosaurus,Moderate Impact
6.0,8818.163074019441,8818.163074019441,9.0,2,0.967741935483871,6.0,-5.0,2.0,herbivorous,euornithopod,Late Cretaceous,China,76.0,70.0,73.0,5.076778188141834,gilmoreosaurus,Low Impact
23.0,253699.48758324285,253699.48758324285,69.0,3,0.6451612903225806,12.0,-77.0,2.0,herbivorous,sauropod,Late Jurassic,Tanzania,154.0,142.0,148.0,40.30717197630898,giraffatitan,Moderate Impact
5.0,5590.169943749474,5590.169943749474,11.0,3,0.967741935483871,22.0,-34.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,China,121.0,99.0,110.0,7.233536566089094,gobisaurus,Low Impact
8.6,21689.32957931157,32533.994368967353,21.5,4,1.0,7.0,-8.0,3.0,carnivorous,large theropod,Late Cretaceous,USA,80.0,73.0,76.5,33.671235405764996,gorgosaurus,Moderate Impact
2.0,565.685424949238,565.685424949238,5.0,3,0.9354838709677419,6.0,-10.0,2.0,herbivorous,large theropod,Late Cretaceous,Mongolia,81.0,75.0,78.0,4.951441598312696,goyocephale,Low Impact
5.25,6315.362129611018,6315.362129611018,10.5,3,0.9354838709677419,15.0,-19.0,2.0,herbivorous,ceratopsian,Late Cretaceous,Mongolia,99.0,84.0,91.5,7.10649842769014,graciliceratops,Low Impact
10.0,31622.776601683792,31622.776601683792,15.0,2,1.0,15.0,-6.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,86.0,71.0,78.5,8.340230656471443,gryposaurus,Low Impact
1.8,434.69161482595916,434.69161482595916,1.8,2,0.5483870967741935,11.0,-145.0,2.0,herbivorous,small theropod,Late Triassic,Brazil,221.0,210.0,215.5,2.208332440979138,guaibasaurus,Low Impact
3.0,1558.8457268119896,2338.2685902179846,3.0,3,0.967741935483871,5.0,-89.0,3.0,carnivorous,small theropod,Late Jurassic,China,159.0,154.0,156.5,24.36488760739505,guanlong,Low Impact
9.0,24300.0,24300.0,13.5,2,1.0,4.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,78.0,74.0,76.0,7.434863570717222,hadrosaurus,Low Impact
21.5,214336.50747714442,214336.50747714442,64.5,3,1.0,12.0,-77.0,2.0,herbivorous,sauropod,Late Jurassic,USA,154.0,142.0,148.0,36.6309893532743,haplocanthosaurus,Moderate Impact
2.0,565.685424949238,678.8225099390856,2.0,1,0.9354838709677419,22.0,-34.0,2.5,omnivorous,small theropod,Early Cretaceous,Mongolia,121.0,99.0,110.0,10.619624442673738,harpymimus,Low Impact
3.0,1558.8457268119896,2338.2685902179846,3.0,3,0.9032258064516129,0.0,-163.0,3.0,carnivorous,small theropod,Late Triassic,Argentina,228.0,228.0,228.0,24.36488760739505,herrerasaurus,Low Impact
6.0,8818.163074019441,8818.163074019441,13.200000000000001,3,1.0,12.0,-77.0,2.0,herbivorous,armoured dinosaur,Late Jurassic,USA,154.0,142.0,148.0,8.146786143591317,hesperosaurus,Low Impact
1.2,157.74409656148782,157.74409656148782,1.7999999999999998,2,0.6451612903225806,0.0,-140.0,2.0,herbivorous,euornithopod,Early Jurassic,South Africa,205.0,205.0,205.0,2.1930465831446457,heterodontosaurus,Low Impact
2.0,565.685424949238,678.8225099390856,2.0,1,0.9354838709677419,4.0,-3.0,2.5,omnivorous,small theropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,10.619624442673738,heyuannia,Low Impact
1.5,275.56759606310754,275.56759606310754,2.25,2,0.9354838709677419,4.0,-3.0,2.0,herbivorous,euornithopod,Late Cretaceous,Mongolia,72.0,68.0,70.0,2.349907735627417,homalocephale,Low Impact
4.5,4295.673695708276,4295.673695708276,9.9,3,0.967741935483871,10.0,-95.0,2.0,herbivorous,armoured dinosaur,Mid Jurassic,China,170.0,160.0,165.0,6.794546296888029,huayangosaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,11.0,3,0.8709677419354839,15.0,-70.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,United Kingdom,150.0,135.0,142.5,7.233536566089094,hylaeosaurus,Low Impact
9.0,24300.0,24300.0,13.5,2,1.0,0.0,-5.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,70.0,70.0,70.0,7.434863570717222,hypacrosaurus,Low Impact
2.3,802.2682219806538,802.2682219806538,3.4499999999999997,2,0.8709677419354839,0.0,-60.0,2.0,herbivorous,euornithopod,Early Cretaceous,United Kingdom,125.0,125.0,125.0,2.779933135313754,hypsilophodon,Low Impact
10.0,31622.776601683792,31622.776601683792,15.0,2,0.8709677419354839,30.0,-45.0,2.0,herbivorous,euornithopod,Early Cretaceous,United Kingdom,140.0,110.0,125.0,8.340230656471443,iguanodon,Low Impact
7.0,12964.181424216495,19446.27213632474,17.5,4,0.5483870967741935,6.0,0.0,3.0,carnivorous,large theropod,Late Cretaceous,India,71.0,65.0,68.0,31.702650814924205,indosuchus,Moderate Impact
6.5,10771.678722464758,16157.518083697138,16.25,4,0.5483870967741935,13.0,-34.0,3.0,carnivorous,large theropod,Early Cretaceous,Brazil,112.0,99.0,105.5,31.126159960150158,irritator,Moderate Impact
15.0,87142.12528966687,87142.12528966687,45.0,3,0.5483870967741935,6.0,0.0,2.0,herbivorous,sauropod,Late Cretaceous,India,71.0,65.0,68.0,23.095101913093295,isisaurus,Low Impact
20.0,178885.43819998318,178885.43819998318,60.0,3,0.6451612903225806,3.0,-86.0,2.0,herbivorous,sauropod,Late Jurassic,Tanzania,154.0,151.0,152.5,33.170720969757184,janenschia,Moderate Impact
9.0,24300.0,24300.0,13.5,2,0.25806451612903225,10.0,-19.0,2.0,herbivorous,euornithopod,Late Cretaceous,Kazakhstan,94.0,84.0,89.0,7.434863570717222,jaxartosaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,15.0,3,0.967741935483871,15.0,-125.0,2.0,herbivorous,sauropod,Early Jurassic,China,205.0,190.0,197.5,8.570052079215587,jingshanosaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,7.5,2,0.967741935483871,6.0,-56.0,2.0,herbivorous,euornithopod,Early Cretaceous,China,127.0,121.0,124.0,4.3974188254367474,jinzhousaurus,Low Impact
21.0,202091.58814755257,202091.58814755257,63.0,3,0.7419354838709677,38.0,-29.0,2.0,herbivorous,sauropod,Early Cretaceous,Niger,132.0,94.0,113.0,35.453949228341465,jobaria,Moderate Impact
0.8,57.24334022399462,85.86501033599194,0.8,3,0.8064516129032258,3.0,-86.0,3.0,carnivorous,small theropod,Late Jurassic,Germany,154.0,151.0,152.5,23.521024668944996,juravenator,Low Impact
5.0,5590.169943749474,5590.169943749474,11.0,3,0.6451612903225806,5.0,-85.0,2.0,herbivorous,armoured dinosaur,Late Jurassic,Tanzania,155.0,150.0,152.5,7.233536566089094,kentrosaurus,Low Impact
1.8,434.69161482595916,521.629937791151,1.8,1,0.9354838709677419,6.0,-10.0,2.5,omnivorous,small theropod,Late Cretaceous,Mongolia,81.0,75.0,78.0,10.544664826100309,khaan,Low Impact
9.0,24300.0,24300.0,27.0,3,0.5483870967741935,25.0,-115.0,2.0,herbivorous,sauropod,Early Jurassic,India,205.0,180.0,192.5,13.612270094185796,kotasaurus,Low Impact
8.0,18101.933598375617,18101.933598375617,12.0,2,1.0,4.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,78.0,74.0,76.0,6.591573806799459,kritosaurus,Low Impact
9.0,24300.0,24300.0,13.5,2,0.8387096774193549,2.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,Canada,76.0,74.0,75.0,7.434863570717222,lambeosaurus,Low Impact
15.0,87142.12528966687,87142.12528966687,45.0,3,0.45161290322580644,5.0,-99.0,2.0,herbivorous,sauropod,Mid Jurassic,Madagascar,169.0,164.0,166.5,23.095101913093295,lapparentosaurus,Low Impact
2.0,565.685424949238,565.685424949238,3.0,2,0.7419354838709677,5.0,-45.0,2.0,herbivorous,euornithopod,Early Cretaceous,Australia,115.0,110.0,112.5,2.616517175082783,leaellynasaura,Low Impact
3.0,1558.8457268119896,1558.8457268119896,6.0,3,1.0,2.0,0.0,2.0,herbivorous,ceratopsian,Late Cretaceous,USA,67.0,65.0,66.0,5.340387025506804,leptoceratops,Low Impact
1.8,434.69161482595916,434.69161482595916,1.8,2,0.03225806451612903,13.0,-135.0,2.0,herbivorous,small theropod,Early Jurassic,Lesotho,213.0,200.0,206.5,2.208332440979138,lesothosaurus,Low Impact
5.25,6315.362129611018,6315.362129611018,10.5,3,0.967741935483871,6.0,-56.0,2.0,herbivorous,ceratopsian,Early Cretaceous,China,127.0,121.0,124.0,7.10649842769014,liaoceratops,Low Impact
24.0,282181.2183686221,282181.2183686221,72.0,3,0.9032258064516129,22.0,-34.0,2.0,herbivorous,sauropod,Early Cretaceous,Argentina,121.0,99.0,110.0,42.881580958181516,ligabuesaurus,Moderate Impact
5.0,5590.169943749474,8385.254915624211,5.0,3,0.8064516129032258,3.0,-137.0,3.0,carnivorous,small theropod,Late Triassic,Germany,205.0,202.0,203.5,25.325183428467156,liliensternus,Low Impact
4.5,4295.673695708276,4295.673695708276,6.75,2,1.0,13.0,-6.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,84.0,71.0,77.5,4.075373663634248,lophorhothon,Low Impact
6.2,9571.48281093374,14357.22421640061,15.5,4,0.5483870967741935,7.0,-131.0,3.0,carnivorous,large theropod,Early Jurassic,France,203.0,196.0,199.5,30.788618448538664,lophostropheus,Moderate Impact
6.0,8818.163074019441,8818.163074019441,18.0,3,0.967741935483871,5.0,-130.0,2.0,herbivorous,sauropod,Early Jurassic,China,200.0,195.0,197.5,9.750604759343108,lufengosaurus,Low Impact
9.0,24300.0,24300.0,13.5,2,0.7419354838709677,9.0,-47.0,2.0,herbivorous,euornithopod,Early Cretaceous,Niger,121.0,112.0,116.5,7.434863570717222,lurdusaurus,Low Impact
1.2,157.74409656148782,157.74409656148782,1.7999999999999998,2,0.6451612903225806,10.0,-130.0,2.0,herbivorous,euornithopod,Late Triassic,South Africa,205.0,195.0,200.0,2.1930465831446457,lycorhinus,Low Impact
5.0,5590.169943749474,5590.169943749474,15.0,3,0.25806451612903225,6.0,0.0,2.0,herbivorous,sauropod,Late Cretaceous,Romania,71.0,65.0,68.0,8.570052079215587,magyarosaurus,Low Impact
9.0,24300.0,24300.0,13.5,2,1.0,5.0,-10.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,80.0,75.0,77.5,7.434863570717222,maiasaura,Low Impact
6.0,8818.163074019441,13227.244611029162,15.0,4,0.45161290322580644,13.0,-6.0,3.0,carnivorous,large theropod,Late Cretaceous,Madagascar,84.0,71.0,77.5,30.566981857398645,majungasaurus,Moderate Impact
9.0,24300.0,24300.0,27.0,3,0.03225806451612903,9.0,-47.0,2.0,herbivorous,sauropod,Early Cretaceous,Malawi,121.0,112.0,116.5,13.612270094185796,malawisaurus,Low Impact
22.0,227016.12277545402,227016.12277545402,66.0,3,0.967741935483871,10.0,-80.0,2.0,herbivorous,sauropod,Late Jurassic,China,155.0,145.0,150.0,37.8320221134208,mamenchisaurus,Moderate Impact
13.0,60933.816555341415,91400.72483301212,32.5,4,0.9032258064516129,5.0,-29.0,3.0,carnivorous,large theropod,Late Cretaceous,Argentina,99.0,94.0,96.5,40.18961071610633,mapusaurus,Moderate Impact
6.0,8818.163074019441,13227.244611029162,15.0,4,1.0,12.0,-77.0,3.0,carnivorous,large theropod,Late Jurassic,USA,154.0,142.0,148.0,30.566981857398645,marshosaurus,Moderate Impact
2.0,565.685424949238,848.5281374238571,2.0,3,0.45161290322580644,13.0,-6.0,3.0,carnivorous,small theropod,Late Cretaceous,Madagascar,84.0,71.0,77.5,23.958811994815942,masiakasaurus,Low Impact
4.0,3200.0,3840.0,12.0,2,0.45161290322580644,4.0,-139.0,2.5,omnivorous,sauropod,Early Jurassic,Zimbabwe,208.0,204.0,206.0,15.791153237026197,massospondylus,Low Impact
13.0,60933.816555341415,60933.816555341415,39.0,3,0.5483870967741935,0.0,-15.0,2.0,herbivorous,sauropod,Late Cretaceous,Brazil,80.0,80.0,80.0,19.643785688601472,maxakalisaurus,Low Impact
9.0,24300.0,36450.0,22.5,4,0.8709677419354839,15.0,-90.0,3.0,carnivorous,large theropod,Mid Jurassic,United Kingdom,170.0,155.0,162.5,34.194487037688,megalosaurus,Moderate Impact
12.0,49883.06325798367,59859.6759095804,36.0,2,0.6451612903225806,6.0,-156.0,2.5,omnivorous,sauropod,Late Triassic,South Africa,227.0,221.0,224.0,26.708952824941818,melanorosaurus,Low Impact
8.2,19254.605765894037,28881.908648841054,20.5,4,0.8709677419354839,5.0,-89.0,3.0,carnivorous,large theropod,Late Jurassic,United Kingdom,159.0,154.0,156.5,33.16072973618073,metriacanthosaurus,Moderate Impact
0.5,17.67766952966369,17.67766952966369,1.0,3,0.9354838709677419,20.0,-1.0,2.0,herbivorous,ceratopsian,Late Cretaceous,Mongolia,86.0,66.0,76.0,3.5846793124617653,microceratus,Low Impact
0.6,27.8854800926934,27.8854800926934,1.2,3,0.967741935483871,13.0,-6.0,2.0,herbivorous,ceratopsian,Late Cretaceous,China,84.0,71.0,77.5,3.6520684986228873,micropachycephalosaurus,Low Impact
0.8,57.24334022399462,85.86501033599194,0.8,3,0.967741935483871,3.0,-57.0,3.0,carnivorous,small theropod,Early Cretaceous,China,125.0,122.0,123.5,23.521024668944996,microraptor,Low Impact
3.0,1558.8457268119896,1558.8457268119896,6.6000000000000005,3,0.7419354838709677,9.0,-47.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,Australia,121.0,112.0,116.5,5.540864352475778,minmi,Low Impact
5.7,7756.881183826397,11635.321775739596,14.25,4,0.967741935483871,21.0,-94.0,3.0,carnivorous,large theropod,Mid Jurassic,China,180.0,159.0,169.5,30.239503585492418,monolophosaurus,Moderate Impact
1.0,100.0,110.00000000000001,1.0,2,0.9354838709677419,13.0,-3.0,2.0,unknown,small theropod,Late Cretaceous,Mongolia,81.0,68.0,74.5,1.9229013125625978,mononykus,Low Impact
3.0,1558.8457268119896,1558.8457268119896,9.0,3,0.9032258064516129,11.0,-145.0,2.0,herbivorous,sauropod,Late Triassic,Argentina,221.0,210.0,215.5,6.342773660351673,mussaurus,Low Impact
7.0,12964.181424216495,12964.181424216495,10.5,2,0.7419354838709677,10.0,-35.0,2.0,herbivorous,euornithopod,Early Cretaceous,Australia,110.0,100.0,105.0,5.806807089567551,muttaburrasaurus,Low Impact
4.4,4060.9878601148275,4873.185432137793,11.0,2,0.967741935483871,13.0,-6.0,2.5,omnivorous,large theropod,Late Cretaceous,China,84.0,71.0,77.5,15.510485955740204,nanshiungosaurus,Low Impact
7.0,12964.181424216495,12964.181424216495,14.0,3,1.0,2.0,0.0,2.0,herbivorous,ceratopsian,Late Cretaceous,USA,67.0,65.0,66.0,8.642924830219897,nedoceratops,Low Impact
13.0,60933.816555341415,60933.816555341415,39.0,3,0.9354838709677419,4.0,-3.0,2.0,herbivorous,sauropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,19.643785688601472,nemegtosaurus,Low Impact
7.4,14896.330501167056,22344.495751750583,18.5,4,0.8709677419354839,6.0,-56.0,3.0,carnivorous,large theropod,Early Cretaceous,United Kingdom,127.0,121.0,124.0,32.176748856292356,neovenator,Moderate Impact
10.0,31622.776601683792,31622.776601683792,30.0,3,0.9032258064516129,6.0,0.0,2.0,herbivorous,sauropod,Late Cretaceous,Argentina,71.0,65.0,68.0,15.018830497362453,neuquenosaurus,Low Impact
15.0,87142.12528966687,87142.12528966687,45.0,3,0.03225806451612903,22.0,-34.0,2.0,herbivorous,sauropod,Early Cretaceous,Tunisia,121.0,99.0,110.0,23.095101913093295,nigersaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,7.5,2,0.25806451612903225,5.0,-19.0,2.0,herbivorous,euornithopod,Late Cretaceous,Russia,89.0,84.0,86.5,4.3974188254367474,nipponosaurus,Low Impact
1.0,100.0,150.0,1.0,3,0.9032258064516129,19.0,0.0,3.0,carnivorous,small theropod,Late Cretaceous,Argentina,84.0,65.0,74.5,23.59094783183537,noasaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,11.0,3,1.0,10.0,-35.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,USA,110.0,100.0,105.0,7.233536566089094,nodosaurus,Low Impact
1.6,323.8172324012421,388.58067888149054,1.6,1,0.9354838709677419,4.0,-3.0,2.5,omnivorous,small theropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,10.470954491642495,nomingia,Low Impact
5.3,6466.803638583747,7760.164366300496,13.25,2,1.0,5.0,-24.0,2.5,omnivorous,large theropod,Late Cretaceous,USA,94.0,89.0,91.5,16.411661027242186,nothronychus,Low Impact
1.0,100.0,150.0,1.0,3,0.6451612903225806,27.0,-67.0,3.0,carnivorous,small theropod,Mid Jurassic,South Africa,159.0,132.0,145.5,23.59094783183537,nqwebasaurus,Low Impact
20.0,178885.43819998318,178885.43819998318,60.0,3,0.967741935483871,10.0,-94.0,2.0,herbivorous,sauropod,Mid Jurassic,China,169.0,159.0,164.0,33.170720969757184,omeisaurus,Moderate Impact
12.0,49883.06325798367,49883.06325798367,36.0,3,0.9354838709677419,4.0,-3.0,2.0,herbivorous,sauropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,18.03146311742461,opisthocoelicaudia,Low Impact
2.0,565.685424949238,848.5281374238571,2.0,3,1.0,6.0,-79.0,3.0,carnivorous,small theropod,Late Jurassic,USA,150.0,144.0,147.0,23.958811994815942,ornitholestes,Low Impact
4.0,3200.0,3840.0,10.0,2,1.0,9.0,0.0,2.5,omnivorous,large theropod,Late Cretaceous,USA,74.0,65.0,69.5,15.122895480462953,ornithomimus,Low Impact
2.0,565.685424949238,565.685424949238,3.0,2,1.0,0.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,74.0,74.0,74.0,2.616517175082783,orodromeus,Low Impact
2.1,639.0697145069543,639.0697145069543,3.1500000000000004,2,1.0,5.0,-29.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,99.0,94.0,96.5,2.6706868836779916,oryctodromeus,Low Impact
1.4,231.9103274975049,231.9103274975049,2.0999999999999996,2,1.0,12.0,-77.0,2.0,herbivorous,euornithopod,Late Jurassic,USA,154.0,142.0,148.0,2.29737878200115,othnielia,Low Impact
